NC/MT ratio, SS/PS ratio
0.08701352649132672,17.45040168060428,
0.05329305174867898,0.5320770717967097,
0.06577109875930111,0.9303450733765845,
0.13577776557260487,0.5056973400821947,
0.006299041278494971,0.26290890929774424,
0.11368291709057375,0.1673020397642477,
0.01577310131970747,0.8087292931594854,
0.006510940313984416,0.18435155412647375,
0.008610130675715642,0.4635018249087546,
0.01942095738179384,0.45557674568049666,
0.05267020356650384,0.5628298078402622,
0.00670154885586765,0.3850933809393024,
0.01967824365980744,0.27915591860131844,
0.010005409516976397,0.10233456881885485,
0.06758237782000465,0.6455162443275371,
0.008819300629680164,0.1406280991735537,
0.07159055276832109,0.08111944658174461,
0.09025389704470473,0.22990408085728709,
0.005571418988326974,0.3166173787201913,
0.004234028120419488,0.36649988122104765,
0.00608165967736049,0.2854348491522513,
0.03191208970595487,0.5535981626859985,
0.04702986658993612,0.24257029817893566,
0.04185962793310938,0.3978573782330382,
0.008367666032301983,0.37160741055646296,
0.0069310698873294805,0.24359429789379597,
0.005484688908095284,0.3754647096556148,
0.0532618609804512,0.5625088749488385,
0.020078062835224713,0.43389356974723364,
0.004757527235692965,0.605900967641625,
0.02597527615777694,0.4647233893557423,
0.014367964911092181,0.445162943351106,
0.039060691306947545,0.5822418905428158,
0.0067543781578772825,0.5542779384249021,
0.010082349238557817,0.20245281900617226,
0.003600753229313634,0.6403299327110918,
0.044107448393413615,0.246619974858257,
0.00262463874549758,0.4541904170664259,
0.005804432478982819,0.7536239501319233,
0.0669117207578746,0.2400499453722491,
0.07515798590800592,0.5081793702429686,
0.0035613934872907255,0.5467222629521017,
0.02077153444197077,0.5406321215085965,
0.006149796236136704,0.22351227773073667,
0.008599718948478337,0.24053357618155663,
0.07115373121716675,0.6480950195088363,
0.037083972301254264,0.45409344331779206,
0.006296569160172036,0.5220645799283056,
0.006826084563398617,0.8142717497556208,
0.010394350120908332,0.3377939727117372,
0.06842178983224606,0.4201802202692179,
0.15264666989617565,0.3076443393183529,
0.06041155183424395,0.7005680961238752,
0.005396289989275776,0.5965815202423574,
0.04334367646920964,0.5815176438523079,
0.08816435691709215,0.6292265514663122,
0.007793489653026535,0.9620069690492226,
0.04959802403239668,0.473020152024041,
0.02090132275447753,0.31056942447610336,
0.002889929281610212,0.32695439282144584,
0.07052663367800507,0.41040204344395065,
0.011517216762493676,0.6608912420939863,
0.06076025665104456,0.5500900426944012,
0.01256619631120997,0.6244980152071012,
0.029404226501588845,0.5840133919229964,
0.0035803584211518418,0.5776054024457018,
0.026447645552191087,0.720632329424307,
0.04533232419937727,1.8660153037757676,
0.0874564269428153,0.761800826941699,
0.003569106373105378,0.7530647400197348,
0.006531465382619831,0.5254454478886991,
0.005274947834209679,0.5220712291788092,
0.0895704860185285,0.524972313011534,
0.013518371396628766,0.4381154068925572,
0.06146719160104987,0.4357739242132306,
0.11146060300544514,0.591269930510266,
0.05958288582799593,0.513738744549653,
0.004462138316295405,0.6025207981484957,
0.10765764889872859,1.7960709151892669,
0.1544838086645144,0.6790231775974264,
0.06535430394437187,0.6673421141506248,
0.005120905961262417,0.5665954505466885,
0.007926779743692798,0.5116881037519346,
0.06137363053750315,0.49664137104680295,
0.008399692936804077,1.1694977229664594,
0.07017969671605992,0.5226212290080662,
0.07162163872993366,0.3975996817257537,
0.08066035202062705,0.5442801878972092,
0.09914055187773702,0.44120738849677127,
0.10682762170090103,0.3897640627247878,
0.08439078981123797,0.5446493471530489,
0.05842720341889361,0.5316065723413966,
0.07287910224110392,0.6172683665740974,
0.07964669312536427,0.33376854932681915,
0.008529391433064425,0.975155747967357,
0.03203978348513888,0.9684073213484978,
0.007255395109379895,1.1183575371203944,
0.009184770112975492,0.6572990375264094,
0.06040268456375839,0.5863905325443787,
0.004814621783362607,0.4524730351080744,
0.11980564020764099,17.191368217807646,
