NC/MT ratio, SS/PS ratio
0.863839701406232,10.92341582207215,
0.8585607598082688,1.0885555318629767,
0.5489481668626672,1.442283115586112,
0.8756222526795783,0.9253665232521928,
0.3403397798422196,0.5293468315672067,
0.881798030915631,0.6174869144264352,
0.8022996794222045,0.6784694746331447,
0.671821310439021,0.8520783742344281,
0.8959037678782799,0.5323947449645355,
0.9279189383423673,0.7794237351066514,
0.7606288331563642,0.6517900242294156,
0.5188750314153546,1.0741508153720747,
0.5147285298109904,1.1636571692527349,
1.1195393860111174,0.18882519538287343,
0.6555684501877596,0.7035024861641258,
1.0018814297325587,0.4500249395695047,
0.9830695749473978,0.44662795442838127,
0.7728079349102124,0.44198076751354065,
0.8375940759299524,0.6811559253230441,
0.6116301923503283,0.5546735497706352,
0.7095169359019922,0.7741333150993315,
0.566021908615415,0.4880484284181425,
0.584616675362111,0.6463914659675261,
0.8503872500458532,0.7985393828021038,
0.6772319620324954,0.902206844123467,
0.7486146716750115,0.361214356884565,
0.7786261477545168,0.7301533338999405,
0.3463747241936984,0.6266839314944663,
0.6961867361231822,0.9094247404285031,
0.846902788353203,0.580703881245528,
0.8931632301251262,0.5433207098212042,
0.6450218522452227,0.6531606713769851,
0.9017710935337564,1.0410026393597833,
0.8906657655438663,0.9475287447396686,
0.8149234527738014,0.9080184426757335,
1.0299695884931221,0.7788108492242094,
1.0719586562654153,0.750057570013994,
0.9790143122866148,0.9814560076186445,
0.9481889612123596,0.8733515454072937,
0.8699794394304328,0.6815041255241444,
0.8112869342987389,0.5236183952335082,
0.8019226338553034,0.9149910184856986,
0.914751195396505,0.6526502614820479,
0.6199867665983145,0.542219849351961,
0.6968036260468619,0.44791477023701154,
1.1327863412186185,2.1279091516366067,
0.918292055104078,0.11183282464284798,
1.0353130496565879,0.7501180032573151,
0.8875937288459201,1.1273269085144286,
0.2663863429590434,0.9941483817789192,
0.8467532252729078,1.020113664442797,
0.9107650005688772,0.9546289956394826,
0.8657458496320882,1.1610929188460342,
0.9801871670793253,0.9182081425883954,
0.5171050729722879,2.202796884252722,
1.022634703910201,1.1685010482180294,
0.8832207067345992,1.0098636638070233,
0.9333581982706316,0.9204103363561074,
0.6199049655989636,1.3150388603037748,
0.9289227167733438,0.9670652050590784,
0.8414588919112932,0.9243189887590789,
0.8035414761300741,0.9198284113872442,
0.9744469423656043,0.8765416203615862,
0.7842702086996731,0.9014510391899776,
0.7256508874643143,1.507016909849272,
0.745930395923246,0.8124254617193682,
0.9052246346288014,1.442320016152678,
0.7606481721700467,0.9438416105802249,
0.5943332165962193,0.9472498311588183,
0.5741259084759153,1.2985609210105533,
0.6369047535461746,0.9539133529621121,
0.6099859319481017,1.111720775343024,
0.5607791653401695,0.9806719462645509,
0.7291264933652247,0.7189205459443989,
0.9668695594205755,0.9562012776659259,
0.9152042831461362,0.949893205564856,
0.9081550701846292,0.8613398929666967,
0.9014766687913199,1.0460121481599112,
0.9825387258216973,1.1620356311367548,
0.8922857660296538,1.0417018106162843,
0.8862559632713464,1.2279264866850883,
1.0071470698887899,0.8379105819139007,
0.8725959018053441,1.1738976506816832,
0.9673944641465061,1.0998592187835547,
0.8265312959627442,0.8895309085546513,
0.8768343929866514,0.9211274071868175,
0.8568827709966889,0.8701248626382454,
0.8666326220774561,0.8492170785808975,
1.000656264575386,1.2651831247102456,
0.8675164666611886,0.983817226227944,
0.8922260752399495,1.0449175958621002,
0.9442599122401764,1.0217118193379322,
0.9036965272323686,1.0014647904882115,
0.9608413658996718,0.8640721660442605,
0.9386460570878071,1.2270222328520035,
0.9205560932078044,1.1951452977911567,
0.8696355318697555,1.1490605778673697,
0.8690027873948191,1.177385833848228,
0.8665862683104143,1.337426433703785,
0.8225740887429323,1.1414911611845853,
