NC/RMT ratio, NC/TP ratio, SS/PS ratio
138998.93399665804,0.8878431328376156,1.7505788065304073,
6058507.969178082,1.1232590455182117,3.4301436257594986,
5886933.3617747445,1.6392986354502068,3.4328583519117415,
5942586.2123287665,1.628099380466887,2.8583380924001323,
3000582.169230769,1.435218871853576,3.3315102110736947,
